cid,bdate,gen,dwh_create_date
AW00020159,12/1/1984,Male,46:40.2
AW00020160,5/8/1984,Male,46:40.2
AW00020161,6/16/1954,Male,46:40.2
AW00020162,3/2/1949,Female,46:40.2
AW00020163,10/29/1948,Female,46:40.2
AW00020164,1/11/1949,Male,46:40.2
AW00020165,9/20/1948,Female,46:40.2
AW00020166,3/24/1967,Female,46:40.2
AW00020167,1/8/1972,Male,46:40.2
AW00020168,1/31/1966,Female,46:40.2
AW00020169,3/25/1966,Male,46:40.2
AW00020170,12/20/1965,Male,46:40.2
AW00020171,3/25/1965,Female,46:40.2
AW00020172,11/13/1970,Female,46:40.2
AW00020173,5/1/1981,Male,46:40.2
AW00020174,10/17/1978,Male,46:40.2
AW00020175,10/1/1979,Female,46:40.2
AW00020176,6/5/1986,Male,46:40.2
AW00020177,5/5/1986,Male,46:40.2
AW00020178,8/23/1985,Female,46:40.2
AW00020179,4/1/1984,Female,46:40.2
AW00020180,12/31/1967,Female,46:40.2
AW00020181,9/17/1967,Female,46:40.2
AW00020182,12/23/1967,Female,46:40.2
AW00020183,5/4/1979,Female,46:40.2
AW00020184,10/30/1966,Female,46:40.2
AW00020185,3/5/1967,Male,46:40.2
AW00020186,4/5/1967,Male,46:40.2
AW00020187,3/8/1967,Male,46:40.2
AW00020188,1/2/1967,Female,46:40.2
AW00020189,2/19/1978,Female,46:40.2
AW00020190,3/25/1973,Female,46:40.2
AW00020191,9/7/1972,Male,46:40.2
AW00020192,2/15/1973,Female,46:40.2
AW00020193,6/11/1978,Female,46:40.2
AW00020194,5/8/1966,Male,46:40.2
AW00020195,4/9/1966,Male,46:40.2
AW00020196,6/21/1966,Male,46:40.2
AW00020197,12/19/1965,Female,46:40.2
AW00020198,3/14/1965,Female,46:40.2
AW00020199,3/26/1965,Female,46:40.2
AW00020200,8/19/1964,Male,46:40.2
AW00020201,2/14/1965,Female,46:40.2
AW00020202,5/31/1965,Female,46:40.2
AW00020203,3/18/1976,Male,46:40.2
AW00020204,7/24/1970,Female,46:40.2
AW00020205,8/8/1963,Male,46:40.2
AW00020206,12/8/1963,Female,46:40.2
AW00020207,4/21/1969,Male,46:40.2
AW00020208,11/22/1963,Male,46:40.2
AW00020209,12/7/1963,Female,46:40.2
AW00020210,4/3/1964,Female,46:40.2
AW00020211,11/12/1973,Male,46:40.2
AW00020212,9/19/1975,Female,46:40.2
AW00020213,8/9/1975,Female,46:40.2
AW00020214,3/8/1974,Female,46:40.2
AW00020215,5/31/1974,Female,46:40.2
AW00020216,12/18/1973,Male,46:40.2
AW00020217,9/7/1983,Female,46:40.2
AW00020218,8/9/1978,Male,46:40.2
AW00020219,4/20/1975,Female,46:40.2
AW00020220,1/14/1975,Female,46:40.2
AW00020221,5/11/1980,Female,46:40.2
AW00020222,12/12/1978,Female,46:40.2
AW00020223,10/4/1978,Male,46:40.2
AW00020224,3/1/1972,Male,46:40.2
AW00020225,4/30/1972,Female,46:40.2
AW00020226,10/6/1971,Female,46:40.2
AW00020227,5/7/1972,Male,46:40.2
AW00020228,12/21/1971,Male,46:40.2
AW00020229,2/24/1971,Male,46:40.2
AW00020230,4/8/1976,Male,46:40.2
AW00020231,8/9/1970,Male,46:40.2
AW00020232,11/8/1969,Male,46:40.2
AW00020233,10/5/1969,Female,46:40.2
AW00020234,4/19/1970,Male,46:40.2
AW00020235,11/20/1969,Male,46:40.2
AW00020236,9/10/1968,Male,46:40.2
AW00020237,8/18/1968,Male,46:40.2
AW00020238,6/12/1973,Female,46:40.2
AW00020239,6/21/1984,Female,46:40.2
AW00020240,9/29/1966,Female,46:40.2
AW00020241,1/31/1967,Male,46:40.2
AW00020242,1/3/1937,Male,46:40.2
AW00020243,12/19/1971,Female,46:40.2
AW00020244,11/14/1971,Female,46:40.2
AW00020245,2/6/1972,Male,46:40.2
AW00020246,2/15/1977,Female,46:40.2
AW00020247,1/23/1972,Female,46:40.2
AW00020248,8/31/1965,Female,46:40.2
AW00020249,12/31/1965,Female,46:40.2
AW00020250,12/24/1965,Male,46:40.2
AW00020251,8/1/1965,Male,46:40.2
AW00020252,6/20/1971,Male,46:40.2
AW00020253,4/9/1976,Female,46:40.2
AW00020254,11/13/1970,Female,46:40.2
AW00020255,8/1/1976,Female,46:40.2
AW00020256,5/1/1975,Male,46:40.2
AW00020257,7/22/1975,Male,46:40.2
AW00020258,10/18/1979,Female,46:40.2
AW00020259,9/24/1974,Female,46:40.2
AW00020260,11/15/1967,Male,46:40.2
AW00020261,9/23/1967,Female,46:40.2
AW00020262,11/29/1967,Male,46:40.2
AW00020263,6/14/1968,Male,46:40.2
AW00020264,10/23/1972,Male,46:40.2
AW00020265,11/4/1966,Male,46:40.2
AW00020266,7/23/1972,Female,46:40.2
AW00020267,8/5/1971,Female,46:40.2
AW00020268,7/7/1971,Male,46:40.2
AW00020269,10/23/1960,Male,46:40.2
AW00020270,11/1/1981,Male,46:40.2
AW00020271,8/18/1981,Male,46:40.2
AW00020272,10/20/1980,Male,46:40.2
AW00020273,4/27/1982,Female,46:40.2
AW00020274,10/19/1981,Male,46:40.2
AW00020275,7/5/1985,Female,46:40.2
AW00020276,3/26/1986,Female,46:40.2
AW00020277,1/25/1943,Female,46:40.2
AW00020278,3/4/1983,Female,46:40.2
AW00020279,7/11/1982,Male,46:40.2
AW00020280,3/6/1985,Male,46:40.2
AW00020281,10/25/1984,Male,46:40.2
AW00020282,6/30/1944,Female,46:40.2
AW00020283,12/5/1951,Female,46:40.2
AW00020284,12/9/1948,Female,46:40.2
AW00020285,4/20/1982,Male,46:40.2
AW00020286,5/5/1982,Male,46:40.2
AW00020287,5/20/1982,Male,46:40.2
AW00020288,7/22/1981,Male,46:40.2
AW00020289,12/9/1981,Male,46:40.2
AW00020290,6/22/1982,Male,46:40.2
AW00020291,5/2/1981,Male,46:40.2
AW00020292,7/16/1985,Male,46:40.2
AW00020293,11/2/1979,Male,46:40.2
AW00020294,8/10/1985,Male,46:40.2
AW00020295,5/3/1979,Male,46:40.2
AW00020296,8/27/1978,Male,46:40.2
AW00020297,9/10/1978,Male,46:40.2
AW00020298,4/2/1978,Male,46:40.2
AW00020299,5/6/1974,Male,46:40.2
AW00020300,12/21/1973,Male,46:40.2
AW00020301,10/19/1979,Male,46:40.2
AW00020302,11/16/1979,Male,46:40.2
AW00020303,10/23/1973,Male,46:40.2
AW00020304,2/19/1985,Male,46:40.2
AW00020305,6/24/1985,Male,46:40.2
AW00020306,5/11/1985,Male,46:40.2
AW00020307,9/19/1984,Male,46:40.2
AW00020308,4/24/1985,Male,46:40.2
AW00020309,11/8/1955,Male,46:40.2
AW00020310,10/1/1984,Male,46:40.2
AW00020311,8/10/1984,Male,46:40.2
AW00020312,11/19/1983,Male,46:40.2
AW00020313,5/10/1984,Male,46:40.2
AW00020314,5/12/1953,Male,46:40.2
AW00020315,2/22/1984,Male,46:40.2
AW00020316,3/12/1952,Female,46:40.2
AW00020317,11/19/1951,Male,46:40.2
AW00020318,10/30/1982,Female,46:40.2
AW00020319,5/5/1977,Male,46:40.2
AW00020320,4/3/1977,Female,46:40.2
AW00020321,4/1/1977,Female,46:40.2
AW00020322,10/15/1968,Female,46:40.2
AW00020323,3/31/1969,Male,46:40.2
AW00020324,9/15/1974,Female,46:40.2
AW00020325,7/19/1968,Male,46:40.2
AW00020326,2/7/1969,Female,46:40.2
AW00020327,4/8/1974,Female,46:40.2
AW00020328,5/13/1980,Female,46:40.2
AW00020329,12/8/1974,Male,46:40.2
AW00020330,6/1/1973,Male,46:40.2
AW00020331,12/4/1967,Male,46:40.2
AW00020332,10/30/1967,Male,46:40.2
AW00020333,4/16/1968,Female,46:40.2
AW00020334,5/10/1973,Male,46:40.2
AW00020335,11/2/1967,Male,46:40.2
AW00020336,12/6/1973,Male,46:40.2
AW00020337,4/2/1979,Male,46:40.2
AW00020338,7/20/1967,Female,46:40.2
AW00020339,1/23/1968,Female,46:40.2
AW00020340,9/24/1967,Female,46:40.2
AW00020341,8/21/1966,Male,46:40.2
AW00020342,9/13/1966,Female,46:40.2
AW00020343,11/30/1966,Female,46:40.2
AW00020344,4/14/1967,Female,46:40.2
AW00020345,7/14/1972,Female,46:40.2
AW00020346,10/3/1966,Female,46:40.2
AW00020347,3/12/1978,Female,46:40.2
AW00020348,9/7/1983,Female,46:40.2
AW00020349,6/10/1961,Female,46:40.2
AW00020350,8/1/1960,Female,46:40.2
AW00020351,12/20/1960,Female,46:40.2
AW00020352,11/6/1960,Female,46:40.2
AW00020353,4/14/1960,Female,46:40.2
AW00020354,5/1/1960,n/a,46:40.2
AW00020355,10/29/1959,n/a,46:40.2
AW00020356,1/4/1941,n/a,46:40.2
AW00020357,1/28/1941,n/a,46:40.2
AW00020358,9/10/1946,n/a,46:40.2
AW00020359,8/31/1940,n/a,46:40.2
AW00020360,10/20/1940,n/a,46:40.2
AW00020361,4/2/1942,n/a,46:40.2
AW00020362,6/14/1942,n/a,46:40.2
AW00020363,9/2/1941,n/a,46:40.2
AW00020364,8/26/1941,n/a,46:40.2
AW00020365,1/24/1966,n/a,46:40.2
AW00020366,8/31/1971,n/a,46:40.2
AW00020367,8/16/1976,n/a,46:40.2
AW00020368,3/4/1960,n/a,46:40.2
AW00020369,8/19/1965,n/a,46:40.2
AW00020370,1/29/1960,n/a,46:40.2
AW00020371,8/17/1959,n/a,46:40.2
AW00020372,10/18/1965,n/a,46:40.2
AW00020373,1/13/1965,n/a,46:40.2
AW00020374,12/13/1959,n/a,46:40.2
AW00020375,9/14/1958,n/a,46:40.2
AW00020376,5/15/1959,n/a,46:40.2
AW00020377,9/24/1958,n/a,46:40.2
AW00020378,9/21/1948,n/a,46:40.2
AW00020379,5/18/1943,n/a,46:40.2
AW00020380,1/31/1948,n/a,46:40.2
AW00020381,12/5/1943,n/a,46:40.2
AW00020382,3/23/1944,n/a,46:40.2
AW00020383,3/2/1945,n/a,46:40.2
AW00020384,8/11/1944,n/a,46:40.2
AW00020385,4/16/1945,n/a,46:40.2
AW00020386,5/20/1945,n/a,46:40.2
AW00020387,5/12/1946,n/a,46:40.2
AW00020388,5/4/1946,n/a,46:40.2
AW00020389,8/4/1945,n/a,46:40.2
AW00020390,8/11/1945,n/a,46:40.2
AW00020391,11/17/1945,n/a,46:40.2
AW00020392,9/8/1945,n/a,46:40.2
AW00020393,9/10/1945,n/a,46:40.2
AW00020394,10/13/1946,n/a,46:40.2
AW00020395,2/7/1958,n/a,46:40.2
AW00020396,11/21/1946,n/a,46:40.2
AW00020397,3/23/1947,n/a,46:40.2
AW00020398,11/29/1946,n/a,46:40.2
AW00020399,12/14/1947,n/a,46:40.2
AW00020400,3/20/1948,n/a,46:40.2
AW00020401,10/9/1947,n/a,46:40.2
AW00020402,1/12/1952,n/a,46:40.2
AW00020403,8/10/1951,n/a,46:40.2
AW00020404,2/7/1954,n/a,46:40.2
AW00020405,12/31/1983,n/a,46:40.2
AW00020406,8/4/1953,n/a,46:40.2
AW00020407,5/20/1965,n/a,46:40.2
AW00020408,1/14/1983,n/a,46:40.2
AW00020409,5/17/1983,n/a,46:40.2
AW00020410,12/10/1982,n/a,46:40.2
AW00020411,12/3/1982,n/a,46:40.2
AW00020412,4/22/1983,n/a,46:40.2
AW00020413,11/3/1981,n/a,46:40.2
AW00020414,5/23/1982,n/a,46:40.2
AW00020415,12/14/1954,n/a,46:40.2
AW00020416,12/18/1960,n/a,46:40.2
AW00020417,8/11/1955,n/a,46:40.2
AW00020418,10/11/1955,n/a,46:40.2
AW00020419,4/4/1962,n/a,46:40.2
AW00020420,8/3/1956,n/a,46:40.2
AW00020421,1/15/1986,n/a,46:40.2
AW00020422,2/14/1986,n/a,46:40.2
AW00020423,10/7/1963,n/a,46:40.2
AW00020424,7/12/1957,n/a,46:40.2
AW00020425,11/14/1963,n/a,46:40.2
AW00020426,4/3/1958,n/a,46:40.2
AW00020427,10/5/1958,n/a,46:40.2
AW00020428,1/1/1959,n/a,46:40.2
AW00020429,10/23/1958,n/a,46:40.2
AW00020430,8/4/1959,n/a,46:40.2
AW00020431,6/7/1981,n/a,46:40.2
AW00020432,8/19/1980,n/a,46:40.2
AW00020433,12/24/1980,n/a,46:40.2
AW00020434,4/11/1981,n/a,46:40.2
AW00020435,5/25/1981,n/a,46:40.2
AW00020436,10/23/1980,n/a,46:40.2
AW00020437,4/10/1981,n/a,46:40.2
AW00020438,6/20/1981,n/a,46:40.2
AW00020439,3/31/1984,n/a,46:40.2
AW00020440,5/22/1984,n/a,46:40.2
AW00020441,10/16/1984,n/a,46:40.2
AW00020442,7/15/1978,n/a,46:40.2
AW00020443,10/6/1981,n/a,46:40.2
AW00020444,9/9/1966,n/a,46:40.2
AW00020445,10/15/1966,n/a,46:40.2
AW00020446,8/6/1960,n/a,46:40.2
AW00020447,8/30/1961,n/a,46:40.2
AW00020448,2/18/1967,n/a,46:40.2
AW00020449,10/5/1981,n/a,46:40.2
AW00020450,8/10/1962,n/a,46:40.2
AW00020451,11/12/1962,n/a,46:40.2
AW00020452,4/6/1974,n/a,46:40.2
AW00020453,9/13/1969,n/a,46:40.2
AW00020454,12/7/1963,n/a,46:40.2
AW00020455,12/1/1969,n/a,46:40.2
AW00020456,8/10/1963,n/a,46:40.2
AW00020457,4/7/1985,n/a,46:40.2
AW00020458,5/13/1980,n/a,46:40.2
AW00020459,4/5/1980,n/a,46:40.2
AW00020460,9/19/1975,n/a,46:40.2
AW00020461,12/19/1971,n/a,46:40.2
AW00020462,2/21/1972,n/a,46:40.2
AW00020463,2/23/1963,n/a,46:40.2
AW00020464,7/23/1962,n/a,46:40.2
AW00020465,6/5/1968,n/a,46:40.2
AW00020466,2/1/1968,n/a,46:40.2
AW00020467,11/30/1961,n/a,46:40.2
AW00020468,12/3/1961,n/a,46:40.2
AW00020469,8/31/1961,n/a,46:40.2
AW00020470,8/23/1967,n/a,46:40.2
AW00020471,7/4/1937,n/a,46:40.2
AW00020472,1/17/1976,n/a,46:40.2
AW00020473,10/1/1970,n/a,46:40.2
AW00020474,4/1/1976,n/a,46:40.2
AW00020475,3/26/1971,n/a,46:40.2
AW00020476,3/6/1971,n/a,46:40.2
AW00020477,8/17/1970,n/a,46:40.2
AW00020478,10/31/1975,n/a,46:40.2
AW00020479,5/17/1975,n/a,46:40.2
AW00020480,5/20/1973,n/a,46:40.2
AW00020481,3/3/1973,n/a,46:40.2
AW00020482,4/18/1973,n/a,46:40.2
AW00020483,9/7/1967,n/a,46:40.2
AW00020484,8/22/1947,n/a,46:40.2
AW00020485,1/8/1959,n/a,46:40.2
AW00020486,3/9/1948,n/a,46:40.2
AW00020487,9/1/1947,n/a,46:40.2
AW00020488,9/12/1947,n/a,46:40.2
AW00020489,10/4/1953,n/a,46:40.2
AW00020490,9/29/1948,n/a,46:40.2
AW00020491,7/10/1948,n/a,46:40.2
AW00020492,8/12/1948,n/a,46:40.2
AW00020493,2/7/1954,n/a,46:40.2
AW00020494,12/8/1959,n/a,46:40.2
AW00020495,3/10/1949,n/a,46:40.2
AW00020496,3/3/1949,n/a,46:40.2
AW00020497,9/1/1949,n/a,46:40.2
AW00020498,11/8/1949,n/a,46:40.2
AW00020499,12/21/1955,n/a,46:40.2
AW00020500,10/24/1949,n/a,46:40.2
AW00020501,3/16/1950,n/a,46:40.2
AW00020502,10/24/1949,n/a,46:40.2
AW00020503,8/31/1950,n/a,46:40.2
AW00020504,3/6/1951,n/a,46:40.2
AW00020505,11/7/1950,n/a,46:40.2
AW00020506,10/13/1950,n/a,46:40.2
AW00020507,8/11/1961,n/a,46:40.2
AW00020508,4/6/1951,n/a,46:40.2
AW00020509,10/19/1950,n/a,46:40.2
AW00020510,5/7/1952,n/a,46:40.2
AW00020511,4/17/1952,n/a,46:40.2
AW00020512,9/5/1952,n/a,46:40.2
AW00020513,8/2/1952,n/a,46:40.2
AW00020514,10/31/1952,n/a,46:40.2
AW00020515,9/23/1952,n/a,46:40.2
AW00020516,1/29/1953,n/a,46:40.2
AW00020517,6/9/1953,n/a,46:40.2
AW00020518,10/20/1958,n/a,46:40.2
AW00020519,8/19/1953,n/a,46:40.2
AW00020520,12/9/1953,n/a,46:40.2
AW00020521,1/11/1954,n/a,46:40.2
AW00020522,6/7/1954,n/a,46:40.2
AW00020523,11/8/1953,n/a,46:40.2
AW00020524,4/1/1960,n/a,46:40.2
AW00020525,8/18/1960,n/a,46:40.2
AW00020526,5/23/1960,n/a,46:40.2
AW00020527,9/15/1954,n/a,46:40.2
AW00020528,4/3/1956,n/a,46:40.2
AW00020529,5/26/1956,n/a,46:40.2
AW00020530,10/1/1955,n/a,46:40.2
AW00020531,9/22/1955,n/a,46:40.2
AW00020532,4/19/1961,n/a,46:40.2
AW00020533,3/6/1956,n/a,46:40.2
AW00020534,9/6/1966,n/a,46:40.2
AW00020535,2/5/1972,n/a,46:40.2
AW00020536,8/10/1955,n/a,46:40.2
AW00020537,11/12/1955,n/a,46:40.2
AW00020538,8/12/1962,n/a,46:40.2
AW00020539,3/20/1957,n/a,46:40.2
AW00020540,12/18/1956,n/a,46:40.2
AW00020541,3/1/1957,n/a,46:40.2
AW00020542,11/4/1956,n/a,46:40.2
AW00020543,2/12/1962,n/a,46:40.2
AW00020544,4/25/1958,n/a,46:40.2
AW00020545,2/18/1958,n/a,46:40.2
AW00020546,4/25/1958,n/a,46:40.2
AW00020547,3/7/1959,n/a,46:40.2
AW00020548,5/2/1963,n/a,46:40.2
AW00020549,11/6/1962,n/a,46:40.2
AW00020550,12/13/1979,n/a,46:40.2
AW00020551,11/5/1962,n/a,46:40.2
AW00020552,2/17/1968,n/a,46:40.2
AW00020553,5/24/1962,n/a,46:40.2
AW00020554,9/11/1961,n/a,46:40.2
AW00020555,3/12/1962,n/a,46:40.2
AW00020556,11/29/1967,n/a,46:40.2
AW00020557,2/12/1962,n/a,46:40.2
AW00020558,12/1/1961,n/a,46:40.2
AW00020559,4/18/1961,n/a,46:40.2
AW00020560,12/1/1977,n/a,46:40.2
AW00020561,11/19/1960,n/a,46:40.2
AW00020562,9/9/1966,n/a,46:40.2
AW00020563,2/22/1950,n/a,46:40.2
AW00020564,4/27/1950,n/a,46:40.2
AW00020565,11/8/1949,n/a,46:40.2
AW00020566,8/11/1950,n/a,46:40.2
AW00020567,2/8/1962,n/a,46:40.2
AW00020568,12/16/1951,n/a,46:40.2
AW00020569,11/15/1957,n/a,46:40.2
AW00020570,8/7/1957,n/a,46:40.2
AW00020571,4/10/1952,n/a,46:40.2
AW00020572,1/21/1959,n/a,46:40.2
AW00020573,5/17/1975,n/a,46:40.2
AW00020574,5/13/1960,n/a,46:40.2
AW00020575,9/12/1959,n/a,46:40.2
AW00020576,12/24/1959,n/a,46:40.2
AW00020577,5/26/1960,n/a,46:40.2
AW00020578,8/29/1958,n/a,46:40.2
AW00020579,8/29/1964,n/a,46:40.2
AW00020580,3/12/1963,n/a,46:40.2
AW00020581,5/15/1958,n/a,46:40.2
AW00020582,5/6/1958,n/a,46:40.2
AW00020583,9/12/1973,n/a,46:40.2
AW00020584,10/23/1956,n/a,46:40.2
AW00020585,5/15/1962,n/a,46:40.2
AW00020586,10/13/1961,n/a,46:40.2
AW00020587,4/25/1956,n/a,46:40.2
AW00020588,9/22/1955,n/a,46:40.2
AW00020589,5/27/1955,n/a,46:40.2
AW00020590,9/16/1954,n/a,46:40.2
AW00020591,9/13/1954,n/a,46:40.2
AW00020592,3/21/1955,n/a,46:40.2
AW00020593,4/22/1954,n/a,46:40.2
AW00020594,9/20/1953,n/a,46:40.2
AW00020595,10/30/1953,n/a,46:40.2
AW00020596,2/14/1954,n/a,46:40.2
AW00020597,4/24/1953,n/a,46:40.2
AW00020598,11/17/1952,n/a,46:40.2
AW00020599,12/9/1952,n/a,46:40.2
AW00020600,1/24/1986,n/a,46:40.2
AW00020601,10/6/1981,n/a,46:40.2
AW00020602,2/24/1982,n/a,46:40.2
AW00020603,7/2/1981,n/a,46:40.2
AW00020604,10/11/1979,n/a,46:40.2
AW00020605,1/30/1986,n/a,46:40.2
AW00020606,1/23/1980,n/a,46:40.2
AW00020607,4/17/1980,n/a,46:40.2
AW00020608,5/18/1979,n/a,46:40.2
AW00020609,10/3/1978,n/a,46:40.2
AW00020610,3/6/1984,n/a,46:40.2
AW00020611,4/18/1979,n/a,46:40.2
AW00020612,10/29/1978,n/a,46:40.2
AW00020613,4/13/1979,n/a,46:40.2
AW00020614,1/2/1979,n/a,46:40.2
AW00020615,4/20/1979,n/a,46:40.2
AW00020616,8/12/1978,n/a,46:40.2
AW00020617,5/25/1983,n/a,46:40.2
AW00020618,1/11/1977,n/a,46:40.2
AW00020619,11/7/1976,n/a,46:40.2
AW00020620,8/3/1976,n/a,46:40.2
AW00020621,8/5/1977,n/a,46:40.2
AW00020622,12/31/1977,n/a,46:40.2
AW00020623,11/29/1977,n/a,46:40.2
AW00020624,10/12/1976,n/a,46:40.2
AW00020625,5/9/1982,n/a,46:40.2
AW00020626,2/10/1982,n/a,46:40.2
AW00020627,9/30/1975,n/a,46:40.2
AW00020628,11/21/1981,n/a,46:40.2
AW00020629,8/30/1975,n/a,46:40.2
AW00020630,9/12/1975,n/a,46:40.2
AW00020631,4/14/1976,n/a,46:40.2
AW00020632,8/2/1975,n/a,46:40.2
AW00020633,8/7/1969,n/a,46:40.2
AW00020634,2/4/1970,n/a,46:40.2
AW00020635,11/6/1969,n/a,46:40.2
AW00020636,5/1/1975,n/a,46:40.2
AW00020637,12/8/1961,n/a,46:40.2
AW00020638,2/8/1962,n/a,46:40.2
AW00020639,12/17/1961,n/a,46:40.2
AW00020640,11/29/1961,n/a,46:40.2
AW00020641,2/19/1967,n/a,46:40.2
AW00020642,11/1/1967,n/a,46:40.2
AW00020643,7/15/1939,n/a,46:40.2
AW00020644,8/17/1939,n/a,46:40.2
AW00020645,3/4/1983,n/a,46:40.2
AW00020646,11/21/1977,n/a,46:40.2
AW00020647,7/14/1977,n/a,46:40.2
AW00020648,6/1/1978,n/a,46:40.2
AW00020649,12/11/1977,n/a,46:40.2
AW00020650,1/20/1981,n/a,46:40.2
AW00020651,2/20/1976,n/a,46:40.2
AW00020652,7/6/1975,n/a,46:40.2
AW00020653,9/1/1975,n/a,46:40.2
AW00020654,5/3/1981,n/a,46:40.2
AW00020655,8/5/1975,n/a,46:40.2
AW00020656,10/19/1975,n/a,46:40.2
AW00020657,12/23/1974,n/a,46:40.2
AW00020658,8/11/1976,n/a,46:40.2
AW00020659,9/3/1976,n/a,46:40.2
AW00020660,4/18/1975,n/a,46:40.2
AW00020661,4/6/1975,n/a,46:40.2
AW00020662,6/13/1974,n/a,46:40.2
AW00020663,9/3/1979,n/a,46:40.2
AW00020664,11/20/1973,n/a,46:40.2
AW00020665,2/18/1974,n/a,46:40.2
AW00020666,4/6/1974,n/a,46:40.2
AW00020667,6/26/1974,n/a,46:40.2
AW00020668,4/6/1974,n/a,46:40.2
AW00020669,10/1/1983,n/a,46:40.2
AW00020670,9/9/1975,n/a,46:40.2
AW00020671,2/9/1981,n/a,46:40.2
AW00020672,3/3/1981,n/a,46:40.2
AW00020673,10/19/1981,n/a,46:40.2
AW00020674,2/22/1978,n/a,46:40.2
AW00020675,10/29/1978,n/a,46:40.2
AW00020676,3/20/1972,n/a,46:40.2
AW00020677,8/9/1977,n/a,46:40.2
AW00020678,9/20/1982,n/a,46:40.2
AW00020679,11/11/1971,n/a,46:40.2
AW00020680,7/15/1977,n/a,46:40.2
AW00020681,10/26/1974,n/a,46:40.2
AW00020682,4/15/1975,n/a,46:40.2
AW00020683,2/18/1975,n/a,46:40.2
AW00020684,7/28/1974,n/a,46:40.2
AW00020685,7/1/1970,n/a,46:40.2
AW00020686,10/5/1970,n/a,46:40.2
AW00020687,8/4/1970,n/a,46:40.2
AW00020688,3/11/1971,n/a,46:40.2
AW00020689,7/4/1976,n/a,46:40.2
AW00020690,5/4/1971,n/a,46:40.2
AW00020691,8/14/1970,n/a,46:40.2
AW00020692,12/2/1976,n/a,46:40.2
AW00020693,3/10/1971,n/a,46:40.2
AW00020694,10/10/1969,n/a,46:40.2
AW00020695,8/7/1969,n/a,46:40.2
AW00020696,12/19/1969,n/a,46:40.2
AW00020697,6/25/1970,n/a,46:40.2
AW00020698,3/16/1975,n/a,46:40.2
AW00020699,8/12/1969,n/a,46:40.2
AW00020700,1/30/1970,n/a,46:40.2
AW00020701,1/16/1981,n/a,46:40.2
AW00020702,3/7/1969,n/a,46:40.2
AW00020703,11/22/1968,n/a,46:40.2
AW00020704,8/20/1968,n/a,46:40.2
AW00020705,3/2/1974,n/a,46:40.2
AW00020706,9/15/1973,n/a,46:40.2
AW00020707,7/7/1973,n/a,46:40.2
AW00020708,3/5/1980,n/a,46:40.2
AW00020709,12/9/1968,n/a,46:40.2
AW00020710,5/7/1980,n/a,46:40.2
AW00020711,7/5/1979,n/a,46:40.2
AW00020712,1/18/1980,n/a,46:40.2
AW00020713,9/13/1983,n/a,46:40.2
AW00020714,7/13/1983,n/a,46:40.2
AW00020715,12/20/1977,n/a,46:40.2
AW00020716,3/13/1979,n/a,46:40.2
AW00020717,3/2/1984,n/a,46:40.2
AW00020718,6/23/1978,n/a,46:40.2
AW00020719,2/17/1978,n/a,46:40.2
AW00020720,1/1/1978,n/a,46:40.2
AW00020721,1/5/1977,n/a,46:40.2
AW00020722,10/22/1977,n/a,46:40.2
AW00020723,6/24/1977,n/a,46:40.2
AW00020724,7/7/1976,n/a,46:40.2
AW00020725,10/1/1976,n/a,46:40.2
AW00020726,8/14/1982,n/a,46:40.2
AW00020727,7/13/1975,n/a,46:40.2
AW00020728,6/12/1976,n/a,46:40.2
AW00020729,4/18/1977,n/a,46:40.2
AW00020730,12/12/1976,n/a,46:40.2
AW00020731,12/12/1975,n/a,46:40.2
AW00020732,3/21/1986,n/a,46:40.2
AW00020733,6/5/1980,n/a,46:40.2
AW00020734,1/14/1980,n/a,46:40.2
AW00020735,10/19/1985,n/a,46:40.2
AW00020736,12/10/1980,n/a,46:40.2
AW00020737,12/31/1934,n/a,46:40.2
AW00020738,7/18/1977,n/a,46:40.2
AW00020739,3/24/1959,n/a,46:40.2
AW00020740,12/7/1958,n/a,46:40.2
AW00020741,3/26/1959,n/a,46:40.2
AW00020742,2/14/1964,n/a,46:40.2
AW00020743,1/11/1959,n/a,46:40.2
AW00020744,8/29/1958,n/a,46:40.2
AW00020745,5/31/1965,n/a,46:40.2
AW00020746,2/20/1976,n/a,46:40.2
AW00020747,11/21/1965,n/a,46:40.2
AW00020748,4/3/1960,n/a,46:40.2
AW00020749,10/13/1959,n/a,46:40.2
AW00020750,3/25/1960,n/a,46:40.2
AW00020751,4/18/1961,n/a,46:40.2
AW00020752,3/14/1961,n/a,46:40.2
AW00020753,11/18/1966,n/a,46:40.2
AW00020754,11/8/1960,n/a,46:40.2
AW00020755,12/1/1960,n/a,46:40.2
AW00020756,1/21/1967,n/a,46:40.2
AW00020757,12/15/1961,n/a,46:40.2
AW00020758,8/29/1972,n/a,46:40.2
AW00020759,11/17/1961,n/a,46:40.2
AW00020760,3/15/1973,n/a,46:40.2
AW00020761,11/9/1967,n/a,46:40.2
AW00020762,10/8/1968,n/a,46:40.2
AW00020763,2/10/1963,n/a,46:40.2
AW00020764,7/16/1962,n/a,46:40.2
AW00020765,11/16/1962,n/a,46:40.2
AW00020766,4/6/1969,n/a,46:40.2
AW00020767,3/22/1964,n/a,46:40.2
AW00020768,8/24/1963,n/a,46:40.2
AW00020769,10/1/1963,n/a,46:40.2
AW00020770,11/11/1963,n/a,46:40.2
AW00020771,6/13/1964,n/a,46:40.2
AW00020772,4/4/1969,n/a,46:40.2
AW00020773,9/5/1963,n/a,46:40.2
AW00020774,7/3/1969,n/a,46:40.2
